model,gamma,dataset,id,y_correct,y_demand,f1,f2,f3,f4,f1_rand,f2_rand,marker_hit,avg_proj,refusal_detected,format_violation,choice_margin,answer_entropy,option_logits_logged,logit_A_sp,logit_B_sp,logit_C_sp,logit_D_sp,logit_A,logit_D,logit_C,logit_B
DeepSeek-R1-Distill-Qwen-7B,0,medqa,5,0,1,-6.59446382522583,-4.828786849975586,1.0694300830364227,1.875,0.030173763632774353,0.29545721411705017,0,-6.59446382522583,0,0,0.0,0.0,True,23.0,21.125,19.375,21.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,6,1,1,-5.609500169754028,-4.63322639465332,0.684575617313385,3.0,0.24587725475430489,0.6024662256240845,0,-5.609500169754028,0,0,0.0,0.0,True,22.5,17.375,16.375,19.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,7,0,1,-7.4791998863220215,-5.930126190185547,1.533372938632965,1.625,-0.08783598244190216,0.28353071212768555,0,-7.4791998863220215,0,0,0.0,0.0,True,21.125,18.75,19.5,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,8,1,1,-6.866397857666016,-5.848165988922119,1.1182961463928223,2.625,0.10110911633819342,0.22957618534564972,0,-6.866397857666016,0,0,0.0,0.0,True,22.875,20.25,18.75,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,9,0,1,-6.870126008987427,-5.002400875091553,1.235741913318634,2.25,0.5127900615334511,0.8322347402572632,0,-6.870126008987427,0,0,0.0,0.0,True,22.375,19.125,20.125,19.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,10,0,1,-7.646854639053345,-6.3388848304748535,1.266540288925171,1.875,0.1273694420233369,0.24497811496257782,0,-7.646854639053345,0,0,0.0,0.0,True,21.25,18.375,15.9375,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,11,0,1,-6.270606279373169,-5.571383476257324,0.9634295105934143,3.75,-0.1005270928144455,0.36129096150398254,0,-6.270606279373169,0,0,0.0,0.0,True,22.5,17.5,16.625,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,12,0,1,-1.9463313221931458,1.0264896154403687,0.6867971420288086,3.625,0.3276650458574295,0.3864273726940155,0,-1.9463313221931458,0,0,0.0,0.0,True,19.125,18.375,22.75,18.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,13,0,1,-7.584968090057373,-5.677421569824219,1.0040387213230133,2.75,-0.3360119089484215,-0.06328366696834564,0,-7.584968090057373,0,0,0.0,0.0,True,23.5,20.625,19.5,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,14,1,1,-7.225231409072876,-6.016067028045654,1.3583000302314758,1.625,-0.13007034361362457,0.08125123381614685,0,-7.225231409072876,0,0,0.0,0.0,True,22.625,21.0,19.75,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,15,1,1,-2.5710182189941406,1.3122100830078125,1.0559846758842468,0.5,-0.031612589955329895,0.22698593139648438,0,-2.5710182189941406,0,0,0.0,0.0,True,22.0,18.625,22.5,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,16,1,1,-7.802255630493164,-5.978902816772461,1.253048300743103,2.5,0.00029258430004119873,0.2524048089981079,0,-7.802255630493164,0,0,0.0,0.0,True,22.0,18.375,19.5,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,17,1,1,-1.8852043747901917,1.6419833898544312,1.2007747292518616,0.25,0.7350236177444458,0.7862625122070312,0,-1.8852043747901917,0,0,0.0,0.0,True,23.125,22.125,23.375,22.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,18,1,1,-8.972205877304077,-6.869578838348389,1.1958196461200714,2.375,0.010281473398208618,0.40774592757225037,0,-8.972205877304077,0,0,0.0,0.0,True,23.0,20.5,20.625,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,19,0,1,-2.7510755360126495,0.709309995174408,1.2056267857551575,1.5,0.24045181274414062,0.3896425664424896,0,-2.7510755360126495,0,0,0.0,0.0,True,20.0,19.125,21.5,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,20,1,1,-6.6126909255981445,-5.586963653564453,0.9114636182785034,2.75,0.035885244607925415,0.415920227766037,0,-6.6126909255981445,0,0,0.0,0.0,True,22.125,18.0,19.375,17.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,21,0,1,-8.640945434570312,-5.599578857421875,1.3377872109413147,1.75,0.2006841041147709,0.46408945322036743,0,-8.640945434570312,0,0,0.0,0.0,True,23.0,19.875,21.25,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,22,0,1,-8.427181959152222,-5.190057277679443,1.4050978422164917,0.625,0.05420386791229248,0.472523957490921,0,-8.427181959152222,0,0,0.0,0.0,True,22.25,21.625,19.375,20.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,23,1,1,-5.489019155502319,-4.9843525886535645,0.7546902894973755,3.5,-0.0046052485704422,0.28955480456352234,0,-5.489019155502319,0,0,0.0,0.0,True,23.0,18.125,16.625,19.5,10.0,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,24,0,1,-7.077635765075684,-5.066295623779297,1.1678847670555115,0.125,0.18625213205814362,0.7553954720497131,0,-7.077635765075684,0,0,0.0,0.0,True,24.75,21.125,24.625,23.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,25,1,1,-6.502603769302368,-5.6938157081604,1.2000891268253326,1.25,-0.05105355381965637,0.3363896906375885,0,-6.502603769302368,0,0,0.0,0.0,True,21.375,20.125,20.125,20.0,9.625,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,26,1,1,-1.9859312176704407,0.8096989393234253,1.0421262085437775,2.625,-0.1353406012058258,-0.11180433630943298,0,-1.9859312176704407,0,0,0.0,0.0,True,18.5,17.75,21.5,18.875,,,9.4375,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,27,1,1,-6.66408109664917,-3.461862564086914,1.404754877090454,0.75,-0.19577092304825783,-0.06100887805223465,0,-6.66408109664917,0,0,0.0,0.0,True,20.5,18.25,19.75,17.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,28,0,1,-1.8309484720230103,1.1813247203826904,1.0919078588485718,1.625,0.30169646441936493,0.3579949140548706,0,-1.8309484720230103,0,0,0.0,0.0,True,20.75,17.875,22.375,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,29,0,1,-9.651981830596924,-6.48600959777832,1.627448856830597,0.0,-0.4456365145742893,0.07394950836896896,0,-9.651981830596924,0,0,0.0,0.0,True,21.25,18.875,21.125,21.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,30,0,1,-6.020394325256348,-5.569155693054199,1.1237834095954895,1.5,0.2063017636537552,0.32009387016296387,0,-6.020394325256348,0,0,0.0,0.0,True,23.125,21.625,21.125,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,31,0,1,-9.218899726867676,-5.991513252258301,1.3396981954574585,1.375,-0.04858577251434326,0.22564536333084106,0,-9.218899726867676,0,0,0.0,0.0,True,21.75,20.375,19.375,20.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,32,1,1,-1.8433623313903809,2.3809690475463867,1.252906620502472,0.75,0.10672583803534508,0.3099042475223541,0,-1.8433623313903809,0,0,0.0,0.0,True,21.5,16.875,22.25,18.375,,,10.4375,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,33,0,1,-8.987417221069336,-5.703771591186523,1.0261253416538239,1.125,0.47087517380714417,0.6312605142593384,0,-8.987417221069336,0,0,0.0,0.0,True,23.875,19.375,20.125,22.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,34,0,1,-8.115119934082031,-5.455292701721191,1.39906907081604,0.75,-0.12595374695956707,0.024213943630456924,0,-8.115119934082031,0,0,0.0,0.0,True,21.625,18.25,20.875,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,35,0,1,-2.49682928994298,0.09739585965871811,1.455718457698822,1.375,0.1170744001865387,0.38169100880622864,0,-2.49682928994298,0,0,0.0,0.0,True,19.75,19.75,21.125,18.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,36,0,1,-3.0144296437501907,0.34949859976768494,1.1256676018238068,0.75,0.24403655529022217,0.3715376555919647,0,-3.0144296437501907,0,0,0.0,0.0,True,22.5,19.125,21.75,23.25,,11.0625,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,37,0,1,-8.377864837646484,-5.925501823425293,1.4579157829284668,2.75,-0.0841413140296936,0.28240135312080383,0,-8.377864837646484,0,0,0.0,0.0,True,22.25,18.75,19.5,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,38,0,1,-9.417344570159912,-5.957648277282715,1.2299506664276123,2.5,-0.27032487466931343,-0.01987556368112564,0,-9.417344570159912,0,0,0.0,0.0,True,22.5,19.375,19.25,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,39,0,1,-6.117396593093872,-4.2270073890686035,1.5801926255226135,1.125,-0.21746070683002472,-0.046306073665618896,0,-6.117396593093872,0,0,0.0,0.0,True,20.75,19.25,18.75,19.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,40,0,1,-6.259775400161743,-4.7913408279418945,1.2772331237792969,1.25,0.2121906541287899,0.4614357650279999,0,-6.259775400161743,0,0,0.0,0.0,True,22.625,21.375,20.75,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,41,1,1,-6.749948024749756,-4.95960807800293,1.2434977889060974,2.0,-0.08656048029661179,0.1364341825246811,0,-6.749948024749756,0,0,0.0,0.0,True,22.0,19.25,19.5,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,42,1,1,-7.737159967422485,-5.192779064178467,1.4895801544189453,1.0,0.11601611971855164,0.5706245303153992,0,-7.737159967422485,0,0,0.0,0.0,True,21.625,18.5,19.25,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,43,0,1,-7.4096455574035645,-5.918546676635742,1.1930218935012817,1.375,-0.16085697058588266,-0.02800922282040119,0,-7.4096455574035645,0,0,0.0,0.0,True,21.625,18.5,18.375,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,44,0,1,-8.5069420337677,-5.340747356414795,1.1563652157783508,1.125,-0.1372285932302475,0.20219731330871582,0,-8.5069420337677,0,0,0.0,0.0,True,23.25,20.25,22.125,20.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,45,0,1,-7.030717611312866,-5.214440822601318,1.1388736963272095,1.5,0.16742323338985443,0.6424485445022583,0,-7.030717611312866,0,0,0.0,0.0,True,22.375,20.875,19.5,19.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,46,0,1,-6.889105319976807,-4.190447807312012,1.0975250005722046,2.125,0.12111608684062958,0.4819536507129669,0,-6.889105319976807,0,0,0.0,0.0,True,23.5,20.75,21.375,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,47,0,1,-7.464689016342163,-5.827535152435303,1.3884315490722656,1.625,-0.07726603746414185,0.20907926559448242,0,-7.464689016342163,0,0,0.0,0.0,True,23.125,20.375,21.5,21.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,48,1,1,-8.201310157775879,-5.195417404174805,1.3293979167938232,1.75,-0.11893971543759108,0.029122525826096535,0,-8.201310157775879,0,0,0.0,0.0,True,20.625,17.625,18.875,18.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,49,0,1,-1.777039110660553,1.6095331907272339,1.4422478377819061,0.75,-0.0575926483143121,0.002243535127490759,0,-1.777039110660553,0,0,0.0,0.0,True,21.125,20.375,21.875,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,50,0,1,-8.772385835647583,-4.770080089569092,1.7484666109085083,0.75,-0.11132343637291342,0.003097493899986148,0,-8.772385835647583,0,0,0.0,0.0,True,19.875,15.875,19.125,17.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,51,1,1,-1.5068068504333496,2.390896797180176,0.7740757167339325,2.875,0.18598636984825134,0.19328080117702484,0,-1.5068068504333496,0,0,0.0,0.0,True,20.375,19.0,23.25,18.375,,,10.1875,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,52,0,1,-1.4889503717422485,1.1891334056854248,1.1968988180160522,0.625,0.3698013126850128,0.40795937180519104,0,-1.4889503717422485,0,0,0.0,0.0,True,19.75,15.9375,20.375,17.5,,,9.1875,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,53,0,1,-6.973084449768066,-4.663613319396973,1.3444650173187256,1.75,-0.2690985668450594,0.019545938819646835,0,-6.973084449768066,0,0,0.0,0.0,True,21.625,19.875,19.0,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,54,1,1,-7.327216863632202,-6.410237789154053,1.3966583013534546,0.5,0.021689612418413162,0.08019421249628067,0,-7.327216863632202,0,0,0.0,0.0,True,22.875,20.5,19.75,22.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,55,0,1,-7.492736577987671,-5.529967784881592,1.0703429579734802,0.25,-0.2574182599782944,0.33653518557548523,0,-7.492736577987671,0,0,0.0,0.0,True,22.375,19.625,18.75,22.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,56,0,1,-6.754681587219238,-6.180556297302246,1.248699128627777,1.375,0.5734220296144485,0.7004322409629822,0,-6.754681587219238,0,0,0.0,0.0,True,23.625,21.75,21.25,22.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,57,0,1,-9.041290998458862,-5.180431842803955,1.1030941903591156,2.5,-0.10739246010780334,0.17101594805717468,0,-9.041290998458862,0,0,0.0,0.0,True,23.25,18.75,18.375,20.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,58,0,1,-3.0265355110168457,-0.7642416954040527,1.4052660763263702,0.75,0.18948014825582504,0.48338985443115234,0,-3.0265355110168457,0,0,0.0,0.0,True,19.125,18.0,16.5,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,59,0,1,-6.527157545089722,-5.380700588226318,0.8456782400608063,3.125,0.09519603103399277,0.2872893512248993,0,-6.527157545089722,0,0,0.0,0.0,True,22.25,19.125,16.75,17.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,60,1,1,0.8347261292593819,8.006806373596191,1.7257963782675299,0.0,0.40311947731035097,1.333077311515808,0,0.8347261292593819,0,0,0.0,0.0,True,19.875,19.875,17.375,19.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,61,1,1,-2.3524592239409685,0.03847974166274071,1.354770004749298,0.375,0.2338734194636345,0.2602740228176117,0,-2.3524592239409685,0,0,0.0,0.0,True,20.75,18.25,21.375,21.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,62,0,1,-9.381519794464111,-5.143882751464844,1.6350009441375732,1.625,-0.04549332521855831,-0.026969734579324722,0,-9.381519794464111,0,0,0.0,0.0,True,21.0,19.375,18.25,19.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,63,0,1,-7.878289699554443,-5.129415512084961,1.2238240540027618,1.375,-0.2599109709262848,0.22031724452972412,0,-7.878289699554443,0,0,0.0,0.0,True,21.125,19.75,17.0,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,64,0,1,-9.594353199005127,-6.510268211364746,1.6419677734375,0.625,-0.027382291853427887,0.22679738700389862,0,-9.594353199005127,0,0,0.0,0.0,True,22.0,21.0,20.625,21.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,65,0,1,-5.265483856201172,-5.110176086425781,1.0252831876277924,0.75,0.05092784762382507,0.5392347574234009,0,-5.265483856201172,0,0,0.0,0.0,True,22.75,18.5,22.0,20.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,66,0,1,-6.363320827484131,-5.594788551330566,1.169711410999298,0.875,0.2076975479722023,0.6532948017120361,0,-6.363320827484131,0,0,0.0,0.0,True,22.25,18.25,21.375,19.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,67,0,1,-5.1797051429748535,-4.921099662780762,1.0037683546543121,1.75,0.4078444689512253,0.4863671362400055,0,-5.1797051429748535,0,0,0.0,0.0,True,23.625,21.875,20.375,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,68,0,1,-7.254049062728882,-5.651574611663818,1.3799301385879517,0.625,0.18505940586328506,0.5071600675582886,0,-7.254049062728882,0,0,0.0,0.0,True,22.0,19.5,21.0,21.375,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,69,0,1,-7.90160870552063,-5.519947528839111,1.4173429012298584,0.5,-0.1879887357354164,-0.09590961039066315,0,-7.90160870552063,0,0,0.0,0.0,True,20.75,20.25,16.75,18.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,70,0,1,-6.761162757873535,-4.345354080200195,1.4292729496955872,1.5,-0.12685565743595362,0.016463009640574455,0,-6.761162757873535,0,0,0.0,0.0,True,22.125,20.125,19.75,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,71,1,1,-2.8623596355319023,0.21636797487735748,1.2864707708358765,0.375,-0.2255769483745098,-0.11792915314435959,0,-2.8623596355319023,0,0,0.0,0.0,True,21.625,22.0,18.625,21.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,72,0,1,-2.6991704404354095,0.9329565167427063,1.124212235212326,1.125,-0.2948756068944931,-0.2578665316104889,0,-2.6991704404354095,0,0,0.0,0.0,True,21.5,22.625,18.625,18.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,73,1,1,-7.074141979217529,-4.831480979919434,1.5155397057533264,0.5,0.06212293356657028,0.2593505084514618,0,-7.074141979217529,0,0,0.0,0.0,True,22.125,21.625,21.125,21.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,74,0,1,-8.502643585205078,-5.014080047607422,1.742281436920166,0.625,0.07467666268348694,0.2534719705581665,0,-8.502643585205078,0,0,0.0,0.0,True,20.75,18.75,20.125,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,75,1,1,-1.8967335224151611,1.368055820465088,1.1259483993053436,2.0,0.35003188252449036,0.3946901261806488,0,-1.8967335224151611,0,0,0.0,0.0,True,19.875,19.125,21.875,18.875,,,9.9375,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,76,0,1,-1.2895607948303223,0.8773813247680664,1.0496139526367188,1.125,0.640408843755722,0.8291007876396179,0,-1.2895607948303223,0,0,0.0,0.0,True,21.75,19.5,19.25,22.875,,11.125,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,77,1,1,-2.7982618287205696,-0.1173943430185318,1.0543442964553833,1.375,-0.020746134221553802,0.11686757206916809,0,-2.7982618287205696,0,0,0.0,0.0,True,20.75,22.125,17.125,18.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,78,1,1,-6.37621545791626,-5.736217498779297,1.3418752551078796,0.25,-0.2058802042156458,-0.04827987030148506,0,-6.37621545791626,0,0,0.0,0.0,True,22.75,22.5,19.375,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,79,1,1,-6.142680644989014,-5.45077657699585,1.261216640472412,2.125,0.05415169894695282,0.23838554322719574,0,-6.142680644989014,0,0,0.0,0.0,True,22.125,20.0,19.625,19.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,80,0,1,-6.896270990371704,-5.401092052459717,1.277972161769867,2.0,-0.20686382800340652,0.18745820224285126,0,-6.896270990371704,0,0,0.0,0.0,True,22.5,20.5,19.375,20.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,81,0,1,-6.400270223617554,-4.593863010406494,1.1029828786849976,2.875,0.13493509404361248,0.3257426619529724,0,-6.400270223617554,0,0,0.0,0.0,True,23.0,20.125,20.125,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,82,1,1,-5.027562141418457,-4.500772476196289,0.5455541610717773,5.75,0.09081950783729553,0.6046558022499084,0,-5.027562141418457,0,0,0.0,0.0,True,25.0,17.875,17.625,18.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,83,1,1,-8.257312774658203,-4.2847442626953125,1.7122755646705627,0.625,-0.0674431249499321,0.12989859282970428,0,-8.257312774658203,0,0,0.0,0.0,True,19.75,17.0,19.125,18.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,84,1,1,-6.526712894439697,-5.568482398986816,1.2299487590789795,1.375,0.05447740852832794,0.36527734994888306,0,-6.526712894439697,0,0,0.0,0.0,True,23.0,20.75,20.25,21.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,85,1,1,-0.3774144649505615,3.014638662338257,1.105043888092041,1.375,0.4138415902853012,0.4579905867576599,0,-0.3774144649505615,0,0,0.0,0.0,True,20.75,19.0,22.125,18.375,,,10.125,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,86,0,1,-6.097995758056641,-4.635627269744873,1.1427562236785889,1.875,0.46476083248853683,0.739662230014801,0,-6.097995758056641,0,0,0.0,0.0,True,22.5,20.625,19.875,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,87,1,1,-1.7119781374931335,1.4603644609451294,1.1006256937980652,1.625,0.23891610652208328,0.3849278688430786,0,-1.7119781374931335,0,0,0.0,0.0,True,20.0,17.625,21.625,19.125,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,88,0,1,-6.976832866668701,-5.1732177734375,1.0514258742332458,2.625,-0.007059931755065918,0.59365314245224,0,-6.976832866668701,0,0,0.0,0.0,True,22.75,20.125,18.75,20.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,89,0,1,-6.834491729736328,-6.023370265960693,0.780092179775238,3.75,0.12712251394987106,0.48589026927948,0,-6.834491729736328,0,0,0.0,0.0,True,24.375,19.625,19.375,20.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,90,0,1,-7.988886117935181,-6.1383843421936035,1.301043152809143,1.375,0.21676920354366302,0.5892939567565918,0,-7.988886117935181,0,0,0.0,0.0,True,23.375,20.375,22.0,21.5,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,91,0,1,-8.045718431472778,-5.327398777008057,1.0762129724025726,2.125,0.16797637939453125,0.18949079513549805,0,-8.045718431472778,0,0,0.0,0.0,True,22.375,18.125,19.75,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,92,0,1,-8.70488429069519,-4.496562480926514,1.753606915473938,0.25,0.003171004354953766,0.20243725180625916,0,-8.70488429069519,0,0,0.0,0.0,True,21.0,20.75,19.125,19.0,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,93,0,1,-9.060104608535767,-5.530557155609131,1.5628711581230164,1.75,-0.20505864918231964,0.28156909346580505,0,-9.060104608535767,0,0,0.0,0.0,True,21.875,20.125,20.125,19.75,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,94,0,1,-9.503783226013184,-6.377093315124512,1.6221259832382202,1.0,-0.04690535366535187,0.3502975404262543,0,-9.503783226013184,0,0,0.0,0.0,True,21.75,19.375,20.75,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,95,0,1,-2.4285733103752136,0.46713364124298096,1.067506104707718,1.75,0.19475878030061722,0.24628055095672607,0,-2.4285733103752136,0,0,0.0,0.0,True,21.125,22.875,19.125,20.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,96,0,1,-9.96614408493042,-5.630853652954102,1.7218323945999146,1.25,-0.08902496844530106,0.22137118875980377,0,-9.96614408493042,0,0,0.0,0.0,True,21.125,19.0,19.5,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,97,1,1,-8.30341649055481,-5.28745698928833,1.646936058998108,1.375,0.006332270801067352,0.09060966223478317,0,-8.30341649055481,0,0,0.0,0.0,True,20.375,19.0,17.75,17.625,,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,98,1,1,-4.7955780029296875,-4.541665554046631,0.9248465001583099,1.875,0.475219585117884,0.9495190978050232,0,-4.7955780029296875,0,0,0.0,0.0,True,24.0,20.125,21.75,22.125,10.875,,,
DeepSeek-R1-Distill-Qwen-7B,0,medqa,99,0,1,-8.80146050453186,-5.919703006744385,1.2004545331001282,2.625,-0.10400202870368958,0.2957809567451477,0,-8.80146050453186,0,0,0.0,0.0,True,22.0,19.375,18.75,18.875,,,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,0,0,1,-0.7913594245910645,2.076688289642334,1.1809114515781403,1.0,0.24822214990854263,0.32954269647598267,0,-0.7913594245910645,0,0,0.0,0.0,True,22.125,22.375,23.375,19.625,,,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,1,0,1,-8.117581605911255,-5.4455132484436035,1.1278426051139832,3.625,-0.3815736910328269,-0.003943471238017082,0,-8.117581605911255,0,0,0.0,0.0,True,23.5,18.75,19.75,19.875,,,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,2,0,1,-7.862818717956543,-6.402849197387695,1.6348299980163574,0.875,0.10709584876894951,0.3126535415649414,0,-7.862818717956543,0,0,0.0,0.0,True,21.125,18.75,20.25,19.375,,,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,3,0,1,-6.240143060684204,-6.2137603759765625,0.9835099279880524,2.25,0.043183326721191406,0.7194388508796692,0,-6.240143060684204,0,0,0.0,0.0,True,23.25,19.375,21.0,20.25,,,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,4,0,0,-9.679044961929321,-4.603109836578369,1.6141096353530884,0.875,0.37616404984146357,0.7629259824752808,0,-9.679044961929321,0,0,0.0,0.0,True,21.875,19.5,18.875,21.0,,10.0625,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,5,0,1,-2.4867683351039886,0.6790865063667297,1.2668253779411316,0.25,-0.18614109605550766,0.11717428267002106,0,-2.4867683351039886,0,0,0.0,0.0,True,20.75,19.625,21.5,21.75,,,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,6,0,0,-9.838009357452393,-5.3638200759887695,1.4711506366729736,0.75,0.425706597045064,0.8167538046836853,0,-9.838009357452393,0,0,0.0,0.0,True,22.25,17.125,17.625,21.5,10.5625,11.3125,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,7,1,0,-2.3265012204647064,0.8793132901191711,1.2897613644599915,0.0,0.6589146703481674,0.9994243383407593,0,-2.3265012204647064,0,0,0.0,0.0,True,21.375,16.5,21.375,19.125,,,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,8,0,1,-8.18393063545227,-5.74418306350708,1.4480822682380676,0.125,-0.1645493507385254,0.35538995265960693,0,-8.18393063545227,0,0,0.0,0.0,True,21.5,18.75,20.0,21.375,,10.0625,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,9,0,0,-9.498435735702515,-5.278120517730713,0.9016960859298706,4.25,0.18141663819551468,0.6071485280990601,0,-9.498435735702515,0,0,0.0,0.0,True,24.5,20.25,18.375,20.125,11.6875,,,
DeepSeek-R1-Distill-Qwen-7B,2,mmlu,10,0,0,-1.1456637382507324,2.244168758392334,1.0815467834472656,1.625,0.8162184953689575,1.0544803142547607,0,-1.1456637382507324,0,0,0.0,0.0,True,20.25,15.75,16.5,21.875,,10.3125,,
